TAXON_ORDER,CATEGORY,SPECIES_CODE,TAXON_CONCEPT_ID,English (Clements),Scientific (Clements),ORDER,FAMILY,SPECIES_GROUP,REPORT_AS,EBIRD,Scientific (AviList),English (AviList),AvibaseID,norm_com_name,taxon_order,category,species_code,bio_concept_code,primary_com_name,sci_name,order1,family,species_group,sparse_report_as,report_as,four_letter_code,extinct,extinct_year,Afrikaans,Albanian,Arabic,Armenian,Assamese,Asturleonese,Azerbaijani,Bangla (Bangladesh),Bengali (India),Bengali,Bulgarian,Catalan,Chinese - Mandarin (trad),"Chinese, Hong Kong","Chinese, Simple","Creole, Haiti",Croatian,Czech,Danish,Dutch,English (AviList)_translations,English,"English, Australia","English, Bangladesh","English, HBW","English, Hawaii","English, Hong Kong","English, IOC","English, India","English, Kenya","English, Malaysia","English, New Zealand","English, Philippines","English, South Africa","English, UAE","English, United Kingdom","English, United States",Estonian,Euskera,Faroese,Finnish,French,"French, AOS","French, Canada","French, France","French, French Guiana","French, Guadeloupe","French, Haiti",Galician,Georgian,German,Greek,Gujarati,Hebrew,Hindi,Hungarian,Icelandic,Indonesian,Italian,Japanese,Kannada,Kashmiri (India),Kazakh,Konkani,Korean,Kyrgyz,Ladakhi,Latvian,Lithuanian,Malayalam,Manipuri,Marathi,Mizo,Mongolian,Māori,Nepali (India),Nepali (Nepal),Norwegian,Odia,Persian,Polish,"Portuguese, Angola","Portuguese, Azores","Portuguese, Brazil","Portuguese, Madeira","Portuguese, Portugal","Punjabi, India",Romanian,Russian,Serbian,Slovak,Slovenian,Spanish,"Spanish, Argentina","Spanish, Chile","Spanish, Costa Rica","Spanish, Cuba","Spanish, Dominican Republic","Spanish, Ecuador","Spanish, Honduras","Spanish, Mexico","Spanish, Panama","Spanish, Paraguay","Spanish, Peru","Spanish, Puerto Rico","Spanish, Spain","Spanish, Uruguay","Spanish, Venezuela",Swedish,"Tamil, India",Telugu,Thai,Turkish,Ukrainian,Zulu,pri_com_name_indxd,authority_code,authority_ver,Scientific (AviList)_sci
7178,species,bulpet,avibase-058773E4,Bulwer's Petrel,Bulweria bulwerii,Procellariiformes,Procellariidae (Shearwaters and Petrels),"Petrels, Shearwaters, and Diving-Petrels",,https://ebird.org/species/bulpet,Bulweria bulwerii,Bulwer's Petrel,avibase-058773E4,bulwer'spetrel,7099,species,bulpet,avibase-058773E4,Bulwer's Petrel,Bulweria bulwerii,Procellariiformes,Procellariidae (Shearwaters and Petrels),"Petrels, Shearwaters, and Diving-Petrels",,bulpet,BUPE,0,,Bleekvlerkkeilstert,,,,,Petrel de Bulwer,,,,,Булверов тайфунник,petrell de Bulwer,穴鳥,褐燕鸌,褐燕鹱,,čađasti zovoj,buřňák Bulwerův,Spidshalet Petrel,Bulwers stormvogel,Bulwer's Petrel,Bulwer's Petrel,,,Bulwer's Petrel,ʻOu - Bulwer's Petrel,,Bulwer's Petrel,,,,,,,,,Bulwer's Petrel,nõgi-tormilind,Bulwer petrela,,tyrskyliitäjä,Pétrel de Bulwer,,Pétrel de Bulwer,,,,,Pardela de Bulwer,,Bulwersturmvogel,Θαλασσοδρόμος του Μπουλέρ,,סערונית חומה,,Szalagos szerecsenhojsza,Svöludrúði,Petrel bulwer,Berta di Bulwer,アナドリ,,,,,검은슴새,,,Bulvera vētrasputns,Bulverio audronaša,,,,,,,,,spisshalepetrell,,,tajfunnik cienkodzioby,,,alma-negra,,Alma-negra,,Petrel cu coadă ascuțită,Бульверов штормовик,Bulverova burnica,víchrovník holubí,Siva bulverica,Petrel de Bulwer,,,,,,,,Petrel de Bulwer,,,,,Petrel de Bulwer,,Petrel Tostado,spetsstjärtad petrell,,,นกจมูกหลอดบุลเวอร์,Bulwer Yelkovanı,Бульверія тонкодзьоба,,"Petrel, Bulwer's",EBIRD,2024,Bulweria bulwerii
7179,species,joupet,avibase-F501ED18,Jouanin's Petrel,Bulweria fallax,Procellariiformes,Procellariidae (Shearwaters and Petrels),"Petrels, Shearwaters, and Diving-Petrels",,https://ebird.org/species/joupet,Bulweria fallax,Jouanin's Petrel,avibase-F501ED18,jouanin'spetrel,7100,species,joupet,avibase-F501ED18,Jouanin's Petrel,Bulweria fallax,Procellariiformes,Procellariidae (Shearwaters and Petrels),"Petrels, Shearwaters, and Diving-Petrels",,joupet,JOPE,0,,Donkervlerkkeilstert,,,,,,,,,বড় জলমাকড়া,Арабски тайфунник,petrell de Jouanin,,,,,suri zovoj,buřňák arabský,Arabisk Petrel,Jouanins stormvogel,Jouanin's Petrel,Jouanin's Petrel,,,Jouanin's Petrel,,,Jouanin's Petrel,,,,,,,,,Jouanin's Petrel,araabia tormilind,,,sokotrantyrskyliitäjä,Pétrel de Jouanin,,Pétrel de Jouanin,,,,,,,Jouaninsturmvogel,,જુઆનીન્સ વાતૈરાક,סערונית הודית,,Egyszínű szerecsenhojsza,Ægisdrúði,,,アラビアアナドリ,ಬೆಣೆಬಾಲದ ಸಾಗರದಕ್ಕಿ,,,,,,,,,വലിയ കുഴൽമൂക്കൻ തിരവെട്ടി,Jouanin Petrel,,,,,,,araberpetrell,,,tajfunnik grubodzioby,,,,,,,,Персидский штормовик,Arabijska burnica,víchrovník hnedočierny,Rjava bulverica,Petrel de Jouanin,,,,,,,,,,,,,Petrel de Jouanin,,,arabpetrell,,,,Arabistan Yelkovanı,Бульверія товстодзьоба,,"Petrel, Jouanin's",EBIRD,2024,Bulweria fallax
7180,species,sshpet1,avibase-ED16EA1F,Small St. Helena Petrel,Bulweria bifax,Procellariiformes,Procellariidae (Shearwaters and Petrels),"Petrels, Shearwaters, and Diving-Petrels",,https://ebird.org/species/sshpet1,Bulweria bifax,Olson's Petrel,avibase-ED16EA1F,smallst.helenapetrel,7101,species,sshpet1,avibase-ED16EA1F,Small St. Helena Petrel,Bulweria bifax,Procellariiformes,Procellariidae (Shearwaters and Petrels),"Petrels, Shearwaters, and Diving-Petrels",,sshpet1,,1,1502,Sint Helenakeilstert,,,,,,,,,,Малък светаеленски тайфунник,petrell petit de Santa Helena,,,,,mali svetohelenski zovoj,buřňák Olsonův,,Olsonstormvogel,Small St. Helena Petrel,Olson's Petrel,,,Small Saint Helena Petrel,,,Olson's Petrel,,,,,,,,,Small St. Helena Petrel,,,,sainthelenantyrskyliitäjä,Pétrel d'Olson,,Pétrel d'Olson,,,,,,,Helenasturmvogel,,,,,,,,,,,,,,,,,,,,,,,,,,,januspetrell,,,tajfunnik mały,,,,,,,,Святоеленский штормовик,Mala burnica sa ostrva Sveta Jelena (izumrla),víchrovník ostrovný,,Petrel Chico de Santa Elena,,,,,,,,,,,,,Petrel chico de isla Santa Elena,,,olsonpetrell,,,,Olson Yelkovanı,Бульверія санта-геленська,,"Petrel, Small St. Helena",EBIRD,2024,Bulweria bifax
7182,species,fijpet1,avibase-54D9B4DB,Fiji Petrel,Pseudobulweria macgillivrayi,Procellariiformes,Procellariidae (Shearwaters and Petrels),"Petrels, Shearwaters, and Diving-Petrels",,https://ebird.org/species/fijpet1,Pseudobulweria macgillivrayi,Fiji Petrel,avibase-54D9B4DB,fijipetrel,7103,species,fijpet1,avibase-54D9B4DB,Fiji Petrel,Pseudobulweria macgillivrayi,Procellariiformes,Procellariidae (Shearwaters and Petrels),"Petrels, Shearwaters, and Diving-Petrels",,fijpet1,,0,,Fidjistormvoël,,,,,,,,,,Фиджийски тайфунник,petrell de les Fiji,,,,,fidžijski zovoj,buřňák fidžijský,,Fijistormvogel,Fiji Petrel,Fiji Petrel,,,Fiji Petrel,,,Fiji Petrel,,,,,,,,,Fiji Petrel,fidži tormilind,,,fidžinviistäjä,Pétrel des Fidji,,Pétrel des Fidji,,,,,,,Fidschisturmvogel,,,,,,,,,フィージーミズナギドリ,,,,,,,,,,,,,,,,,,fijipetrell,,,burzyk fidżyjski,,,,,,,,Фиджийский тайфунник,Burnica sa Fidžija,víchrovník fidžijský,,Petrel de las Fiyi,,,,,,,,,,,,,Petrel de las Fiyi,,,fijipetrell,,,,Fiji Fırtınakuşu,Тайфунник фіджійський,,"Petrel, Fiji",EBIRD,2024,Pseudobulweria macgillivrayi
7183,species,maspet1,avibase-9331EDA7,Mascarene Petrel,Pseudobulweria aterrima,Procellariiformes,Procellariidae (Shearwaters and Petrels),"Petrels, Shearwaters, and Diving-Petrels",,https://ebird.org/species/maspet1,Pseudobulweria aterrima,Mascarene Petrel,avibase-9331EDA7,mascarenepetrel,7104,species,maspet1,avibase-9331EDA7,Mascarene Petrel,Pseudobulweria aterrima,Procellariiformes,Procellariidae (Shearwaters and Petrels),"Petrels, Shearwaters, and Diving-Petrels",,maspet1,,0,,Réunionstormvoël,,,,,,,,,,Маскаренски тайфунник,petrell de la Reunió,,,,,reunionski zovoj,buřňák maskarénský,,Mascarenenstormvogel,Mascarene Petrel,Mascarene Petrel,,,Mascarene Petrel,,,Mascarene Petrel,,,,,,,,,Mascarene Petrel,maskareeni tormilind,,,nokiviistäjä,Pétrel de Bourbon,,Pétrel de Bourbon,,,,,,,Maskarenensturmvogel,,,,,,Eyjadrúði,,,マスカリンミズナギドリ,,,,,,,,,,,,,,,,,,reunionpetrell,,,burzyk maskareński,,,,,,,,Маскаренский тайфунник,Maskarenska burnica,víchrovník maskarénsky,,Petrel de Reunión,,,,,,,,,,,,,Petrel de Reunión,,,réunionpetrell,,,,Maskarenya Fırtınakuşu,Тайфунник маскаренський,,"Petrel, Mascarene",EBIRD,2024,Pseudobulweria aterrima
7184,species,tahpet1,avibase-FCFBB7D9,Tahiti Petrel,Pseudobulweria rostrata,Procellariiformes,Procellariidae (Shearwaters and Petrels),"Petrels, Shearwaters, and Diving-Petrels",,https://ebird.org/species/tahpet1,Pseudobulweria rostrata,Tahiti Petrel,avibase-FCFBB7D9,tahitipetrel,7105,species,tahpet1,avibase-FCFBB7D9,Tahiti Petrel,Pseudobulweria rostrata,Procellariiformes,Procellariidae (Shearwaters and Petrels),"Petrels, Shearwaters, and Diving-Petrels",,tahpet1,TAPE,0,,Tahitistormvoël,,,,,,,,,,Таитянски тайфунник,petrell de Tahití,黑背白腹穴鳥,Tahiti Petrel,钩嘴圆尾鹱,,tahitski zovoj,buřňák tahitský,,Tahitistormvogel,Tahiti Petrel,Tahiti Petrel,,,Tahiti Petrel,,,Tahiti Petrel,,,,,,,,,Tahiti Petrel,valgekõht-tormilind,,,polynesianviistäjä,Pétrel de Tahiti,,Pétrel de Tahiti,,,,,,,Tahitisturmvogel,,,,,,Krókdrúði,Petrel tahiti,,セグロシロハラミズナギドリ,,,,,,,,,,,,,,,,,,brunhodepetrell,,,burzyk tahitański,,,,,,,,Таитянский тайфунник,Burnica sa Tahitija,víchrovník čierno-biely,,Petrel de Tahití,,,Petrel de Tahiti,,,,,Petrel de Isla Tahiti,Petrel de Tahití,,,,Petrel de Tahití,,,tahitipetrell,,,,Tahiti Fırtınakuşu,Тайфунник таїтійський,umantanta waseTahiti,"Petrel, Tahiti",EBIRD,2024,Pseudobulweria rostrata
7187,species,becpet1,avibase-AA1E16FC,Beck's Petrel,Pseudobulweria becki,Procellariiformes,Procellariidae (Shearwaters and Petrels),"Petrels, Shearwaters, and Diving-Petrels",,https://ebird.org/species/becpet1,Pseudobulweria becki,Beck's Petrel,avibase-AA1E16FC,beck'spetrel,7108,species,becpet1,avibase-AA1E16FC,Beck's Petrel,Pseudobulweria becki,Procellariiformes,Procellariidae (Shearwaters and Petrels),"Petrels, Shearwaters, and Diving-Petrels",,becpet1,,0,,Melaniese Stormvoël,,,,,,,,,,Бисмаркски тайфунник,petrell de Beck,,,,,solomonski zovoj,buřňák šalomounský,,Beckstormvogel,Beck's Petrel,Beck's Petrel,,,Beck's Petrel,,,Beck's Petrel,,,,,,,,,Beck's Petrel,saalomonisaarte tormilind,,,salomoninviistäjä,Pétrel de Beck,,Pétrel de Beck,,,,,,,Becksturmvogel,,,,,,,Petrel beck,,ソロモンミズナギドリ,,,,,,,,,,,,,,,,,,melanesiapetrell,,,burzyk melanezyjski,,,,,,,,Соломонский тайфунник,Bekova burnica,víchrovník šalamúnsky,,Petrel de Beck,,,,,,,,,,,,,Petrel de Beck,,,Becks petrell,,,,Beck Fırtınakuşu,Тайфунник соломонський,,"Petrel, Beck's",EBIRD,2024,Pseudobulweria becki
7191,species,grapet,avibase-843C1B86,Gray Petrel,Procellaria cinerea,Procellariiformes,Procellariidae (Shearwaters and Petrels),"Petrels, Shearwaters, and Diving-Petrels",,https://ebird.org/species/grapet,Procellaria cinerea,Grey Petrel,avibase-843C1B86,greypetrel,7112,species,grapet,avibase-843C1B86,Gray Petrel,Procellaria cinerea,Procellariiformes,Procellariidae (Shearwaters and Petrels),"Petrels, Shearwaters, and Diving-Petrels",,grapet,,0,,Pediunker,,,,,,,,,,Сив тайфунник,baldriga de Gmelin,,,,,sivosmeđi zovoj,buřňák zavalitý,,Bruine stormvogel,Gray Petrel,Grey Petrel,,,Grey Petrel,,,Grey Petrel,,,,,,,,,Gray Petrel,hall-tormilind,,,meriliitäjä,Puffin gris,,Puffin gris,,,,,,,Grausturmvogel,,,,,,Módrúði,,,オオハイイロミズナギドリ,,,,,,,,,,,,,,,Kuia | Grey Petrel,,,gråpetrell,,,burzyk bury,,,pardela-cinza,,Pardela-cinzenta,,,Бурый буревестник,Siva burnica,víchrovník popolavý,,Pardela Gris,Petrel Ceniciento,Petrel gris,,,,,,Petrel Gris,,,Petrel Gris,,Pardela gris,Petrel Ceniciento,,gråpetrell,,,,Kahverengi Yelkovan,Буревісник сірий,umantantomaphikampunga,"Petrel, Gray",EBIRD,2024,Procellaria cinerea
7192,species,whcpet1,avibase-35EB45A0,White-chinned Petrel,Procellaria aequinoctialis,Procellariiformes,Procellariidae (Shearwaters and Petrels),"Petrels, Shearwaters, and Diving-Petrels",,https://ebird.org/species/whcpet1,Procellaria aequinoctialis,White-chinned Petrel,avibase-35EB45A0,whitechinnedpetrel,7113,species,whcpet1,avibase-35EB45A0,White-chinned Petrel,Procellaria aequinoctialis,Procellariiformes,Procellariidae (Shearwaters and Petrels),"Petrels, Shearwaters, and Diving-Petrels",,whcpet1,WCPE,0,,Bassiaan (Geelbekbassiaan),,,,,,,,,,Белобрад тайфунник,baldriga de barbeta blanca,,,,,bjelobrki zovoj,buřňák bělobradý,,Witkinstormvogel,White-chinned Petrel,White-chinned Petrel,,,White-chinned Petrel,,,White-chinned Petrel,,,,,,,,,White-chinned Petrel,suur-tormilind,,,isomeriliitäjä,Puffin à menton blanc,,Puffin à menton blanc,,,,,,,Weißkinn-Sturmvogel,,,,,Fehértorkú viharmadár,Nunnudrúði,,,ノドジロクロミズナギドリ,,,,,,,,,,,,,,,Karetai Kauae Mā | White-chinned Petrel,,,hvithakepetrell,,,burzyk białobrody,Pardela-de-queixo-branco,,pardela-preta,,Pardela-de-queixo-branco,,,Белогорлый буревестник,Belobrada burnica,víchrovník bielobradý,,Pardela Gorjiblanca,Petrel Barba Blanca,Petrel de barba blanca,,,,Petrel Barbiblanco,,,,,Petrel de Mentón Blanco,,Pardela gorjiblanca,Petrel Barba Blanca,,vithakad petrell,,,,Beyaz Gıdılı Yelkovan,Буревісник білогорлий,umantantontshebemhlophe,"Petrel, White-chinned",EBIRD,2024,Procellaria aequinoctialis
7195,species,spepet1,avibase-F2ED14C9,Spectacled Petrel,Procellaria conspicillata,Procellariiformes,Procellariidae (Shearwaters and Petrels),"Petrels, Shearwaters, and Diving-Petrels",,https://ebird.org/species/spepet1,Procellaria conspicillata,Spectacled Petrel,avibase-F2ED14C9,spectacledpetrel,7114,species,spepet1,avibase-F2ED14C9,Spectacled Petrel,Procellaria conspicillata,Procellariiformes,Procellariidae (Shearwaters and Petrels),"Petrels, Shearwaters, and Diving-Petrels",,spepet1,,0,,Brilbassiaan,,,,,,,,,,Очилат тайфунник,baldriga d'ulleres,,,,,zovoj naočar,buřňák tristanský,,Brilstormvogel,Spectacled Petrel,Spectacled Petrel,,,Spectacled Petrel,,,Spectacled Petrel,,,,,,,,,Spectacled Petrel,valjas-tormilind,,,silmälasiliitäjä,Puffin à lunettes,,Puffin à lunettes,,,,,,,Brillensturmvogel,,,,,,,,,メガネミズナギドリ,,,,,,,,,,,,,,,,,,brillepetrell,,,burzyk okularowy,,,pardela-de-óculos,,Pardela-de-lunetas,,,Очковый буревестник,Naočarasta burnica,víchrovník okuliarnatý,,Pardela de Anteojos,Petrel de Anteojos,,Petrel de Anteojos,,,,,,,,,,Pardela de anteojos,Petrel de Anteojos,,glasögonpetrell,,,,Gözlüklü Yelkovan,Буревісник тристанський,umantantozibukwana,"Petrel, Spectacled",EBIRD,2024,Procellaria conspicillata
7196,species,parpet1,avibase-DB67DB1F,Parkinson's Petrel,Procellaria parkinsoni,Procellariiformes,Procellariidae (Shearwaters and Petrels),"Petrels, Shearwaters, and Diving-Petrels",,https://ebird.org/species/parpet1,Procellaria parkinsoni,Black Petrel,avibase-DB67DB1F,parkinson'spetrel,7115,species,parpet1,avibase-DB67DB1F,Parkinson's Petrel,Procellaria parkinsoni,Procellariiformes,Procellariidae (Shearwaters and Petrels),"Petrels, Shearwaters, and Diving-Petrels",,parpet1,PAPE,0,,Swartbassiaan,,,,,,,,,,Северен черен тайфунник,baldriga de Parkinson,,,,,crni zovoj,buřňák černý,,Zwarte stormvogel,Parkinson's Petrel,Black Petrel,Black Petrel,,Black Petrel,,,Black Petrel,,,,Black Petrel,,,,,Parkinson's Petrel,must-tormilind,,,tummameriliitäjä,Puffin de Parkinson,,Puffin de Parkinson,,,,,,,Schwarzsturmvogel,,,,,,Munkadrúði,,,クロミズナギドリ,,,,,,,,,,,,,,,Tākoketai | Black Petrel,,,fjellpetrell,,,burzyk czarny,,,,,,,,Чёрный буревестник,Parkinsova burnica,víchrovník čierny,,Pardela de Parkinson,,Petrel de Parkinson,Petrel de Parkinson,,,Petrel de Parkinson,,Petrel de Parkinson,Petrel de Parkinson,,Petrel de Parkinson,,Pardela de Parkinson,,,mindre sotpetrell,,,,Kara Yelkovan,Буревісник чорний,,"Petrel, Parkinson's",EBIRD,2024,Procellaria parkinsoni
7197,species,wespet1,avibase-9057992B,Westland Petrel,Procellaria westlandica,Procellariiformes,Procellariidae (Shearwaters and Petrels),"Petrels, Shearwaters, and Diving-Petrels",,https://ebird.org/species/wespet1,Procellaria westlandica,Westland Petrel,avibase-9057992B,westlandpetrel,7116,species,wespet1,avibase-9057992B,Westland Petrel,Procellaria westlandica,Procellariiformes,Procellariidae (Shearwaters and Petrels),"Petrels, Shearwaters, and Diving-Petrels",,wespet1,,0,,Westlandbassiaan,,,,,,,,,,Южен черен тайфунник,baldriga de Westland,,,,,novozelandski zovoj,buřňák novozélandský,,Westlandstormvogel,Westland Petrel,Westland Petrel,,,Westland Petrel,,,Westland Petrel,,,,,,,,,Westland Petrel,mets-tormilind,,,tasmanianmeriliitäjä,Puffin du Westland,,Puffin du Westland,,,,,,,Westland-Sturmvogel,,,,,,,,,ウエストランドクロミズナギドリ,,,,,,,,,,,,,,,Tāiko | Westland Petrel,,,westlandpetrell,,,burzyk ciemny,,,,,,,,Новозеландский буревестник,Burnica iz Vestlenda,víchrovník sadzový,,Pardela de Westland,Petrel Negro,Petrel de Westland,,,,,,,,,Petrel de Westland,,Pardela de Westland,,,större sotpetrell,,,,Büyük Kara Yelkovan,Буревісник новозеландський,,"Petrel, Westland",EBIRD,2024,Procellaria westlandica
7199,species,strshe,avibase-13B165A3,Streaked Shearwater,Calonectris leucomelas,Procellariiformes,Procellariidae (Shearwaters and Petrels),"Petrels, Shearwaters, and Diving-Petrels",,https://ebird.org/species/strshe,Calonectris leucomelas,Streaked Shearwater,avibase-13B165A3,streakedshearwater,7118,species,strshe,avibase-13B165A3,Streaked Shearwater,Calonectris leucomelas,Procellariiformes,Procellariidae (Shearwaters and Petrels),"Petrels, Shearwaters, and Diving-Petrels",,strshe,STRS,0,,Gestreepte Pylstormvoël,,جلم ماء مخطط,,,,,,,ছিটে জলঘোঙা,Ивичест жълтоклюн буревестник,baldriga ratllada,大水薙鳥,白額鸌,白额鹱,,bjelolici zovoj,buřňák světlečelý,Hvidmasket Skråpe,Gestreepte pijlstormvogel,Streaked Shearwater,Streaked Shearwater,,,Streaked Shearwater,,,Streaked Shearwater,,,,,,,,,Streaked Shearwater,jaapani tormilind,,,valkonaamaliitäjä,Puffin leucomèle,,Puffin leucomèle,,,,,,,Weißgesicht-Sturmtaucher,Γραμμωτός Αρτέμης,,יסעור לבן-מצח,,Csíkos vészmadár,Fjöruskrofa,Penggunting-laut belang,,オオミズナギドリ,ಗೀರುತಲೆಯ ಸಾಗರದಕ್ಕಿ,,,,슴새,,,Baltpieres vētrasputns,Dryžagalvė audronaša,വരയൻ തിരവെട്ടി,,,,,,,,hvitpannelire,,,burzyk kreskowany,,,,,Cagarra-do-pacífico,,Ielcovan vărgat,Пестролицый буревестник,Beloliki zovoj,víchrovník jarabý,,Pardela Canosa,,,,,,,,,,,,,Pardela canosa,,,vithuvad lira,,,นกจมูกหลอดลาย,Ak Yüzlü Yelkovan,Буревісник тихоокеанський,isikamanzelimidwayidwa,"Shearwater, Streaked",EBIRD,2024,Calonectris leucomelas
7200,species,corshe1,avibase-710BB4E6,Cory's Shearwater,Calonectris borealis,Procellariiformes,Procellariidae (Shearwaters and Petrels),"Petrels, Shearwaters, and Diving-Petrels",,https://ebird.org/species/corshe1,Calonectris borealis,Cory's Shearwater,avibase-710BB4E6,cory'sshearwater,7119,species,corshe1,avibase-710BB4E6,Cory's Shearwater,Calonectris borealis,Procellariiformes,Procellariidae (Shearwaters and Petrels),"Petrels, Shearwaters, and Diving-Petrels",,corshe1,CORS,0,,Geelbekpylstormvoël,,,,,Pardiella parda atlántica,,,,,Атлантически жълтоклюн буревестник,baldriga cendrosa atlàntica,,,,,krupnokljuni kaukal,buřňák atlantský,Atlantisk Skråpe,Kuhlpijlstormvogel,Cory's Shearwater,Cory's Shearwater,,,Cory's Shearwater,,,Cory's Shearwater,,,,,,,,,Cory's Shearwater,portugali tormilind,Gabai arre atlantikoa,Atlantiskur urðarskrápur,makaronesianliitäjä,Puffin cendré,,Puffin cendré,,Puffin cendré,,,,,Corysturmtaucher,Αρτέμης του Ατλαντικού,,יסעור צפוני,,Cory-vészmadár,Skriðuskrofa,,Berta boreale,オニミズナギドリ,,,,,,,,,,കോറി തിരവെട്ടി,,,,,,,,portugiserlire,,,burzyk duży,,,cagarra-grande,,Cagarra,,Ielcovan atlantic,,Zapadni golemi zovoj,víchrovník žltozobý,Atlantski rumenokljuni viharnik,Pardela Cenicienta (atlántica),Pardela Grande de Cory,,Pardela Cenicienta,Pampero de Cory,,,Pardela Cenicienta Atlántica,Pardela de Cory,Pardela de Cory,,,Pampero Ceniciento,Pardela cenicienta atlántica,Pardela Grande del Atlántico,,gulnäbbad lira,,,,Atlantik Boz Yelkovanı,,isikamanzelimlomophuzi,"Shearwater, Cory's",EBIRD,2024,Calonectris borealis
7201,species,scoshe1,avibase-CA4D268D,Scopoli's Shearwater,Calonectris diomedea,Procellariiformes,Procellariidae (Shearwaters and Petrels),"Petrels, Shearwaters, and Diving-Petrels",,https://ebird.org/species/scoshe1,Calonectris diomedea,Scopoli's Shearwater,avibase-CA4D268D,scopoli'sshearwater,7120,species,scoshe1,avibase-CA4D268D,Scopoli's Shearwater,Calonectris diomedea,Procellariiformes,Procellariidae (Shearwaters and Petrels),"Petrels, Shearwaters, and Diving-Petrels",,scoshe1,SCSH,0,,Scopolipylstormvoël,,,,,Pardiella parda mediterránea,,,,,Средиземноморски жълтоклюн буревестник,baldriga cendrosa mediterrània,,,,,kaukal,buřňák šedý,Kuhls Skråpe,Scopolipijlstormvogel,Scopoli's Shearwater,Scopoli's Shearwater,,,Scopoli's Shearwater,,,Scopoli's Shearwater,,,,,,,,,Scopoli's Shearwater,atlantise tormilind,Gabai arre mediterraneoa,Miðjarðarhavsurðarskrápur,välimerenliitäjä,Puffin de Scopoli,,Puffin de Scopoli,,Puffin de Scopoli,,,,,Sepiasturmtaucher,Αρτέμης της Μεσογείου,,יסעור גדול,,Halványcsőrű vészmadár,Urðaskrofa,,Berta maggiore,チチュウカイオニミズナギドリ,,,,,,,,,,,,,,,,,,poseidonlire,,,burzyk żółtodzioby,,,,,Cagarra-do-mediterrâneo,,Ielcovan mediteranean,,Golemi zovoj,víchrovník plavý,Rumenokljuni viharnik,Pardela Cenicienta (mediterránea),Pardela Grande de Scopoli,,Pardela de Scopoli,,,,Pardela Cenicienta Mediterránea,Pardela de Scopoli,Pardela de Scopoli,,,Pampero de Scopoli,Pardela cenicienta mediterránea,Pardela Grande del Mediterráneo,,scopolilira,,,,Boz Yelkovan,,,"Shearwater, Scopoli's",EBIRD,2024,Calonectris diomedea
7203,species,cavshe1,avibase-D6AB20A5,Cape Verde Shearwater,Calonectris edwardsii,Procellariiformes,Procellariidae (Shearwaters and Petrels),"Petrels, Shearwaters, and Diving-Petrels",,https://ebird.org/species/cavshe1,Calonectris edwardsii,Cape Verde Shearwater,avibase-D6AB20A5,capeverdeshearwater,7122,species,cavshe1,avibase-D6AB20A5,Cape Verde Shearwater,Calonectris edwardsii,Procellariiformes,Procellariidae (Shearwaters and Petrels),"Petrels, Shearwaters, and Diving-Petrels",,cavshe1,CVSH,0,,Kaap Verdiese Pylstormvoël,,,,,,,,,,Капвердински жълтоклюн буревестник,baldriga de Cap Verd,,,,,zelenortski kaukal,buřňák Edwardsův,Kap Verde Skråpe,Kaapverdische pijlstormvogel,Cape Verde Shearwater,Cape Verde Shearwater,,,Cape Verde Shearwater,,,Cape Verde Shearwater,,,,,,,,,Cape Verde Shearwater,tuhkpea-tormilind,Cabo Verdeko gabaia,,kapverdenliitäjä,Puffin du Cap-Vert,,Puffin du Cap-Vert,,,,,Pardela caboverdiana,,Kapverden-Sturmtaucher,,,יסעור כף ורדה,,Zöld-foki-vészmadár,Dyngjuskrofa,,,ケープベルデオオミズナギドリ,,,,,,,,,,,,,,,,,,kappverdelire,,,burzyk zielonoprzylądkowy,,,cagarra-de-cabo-verde,,Cagarra-de-cabo-verde,,,Кабовердский буревестник,Zelenortski zovoj,víchrovník kapverdský,Zelenortski viharnik,Pardela Cenicienta de Cabo Verde,Pardela de Cabo Verde,,,,,,,Pardela de Cabo Verde,,,,,Pardela cenicienta de Cabo Verde,Pardela de Cabo Verde,,kapverdelira,,,,Kap Verd Yelkovanı,Буревісник кабо-вердійський,,"Shearwater, Cape Verde",EBIRD,2024,Calonectris edwardsii
