Scientific (Clements),TAGS,AVIBASE,CONS_STATUS
Poecile cinctus,UB::Western-Palearctic::Common ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=67504FA2052E4CBB,Least concern
Cyanistes caeruleus,UB::Western-Palearctic::Common ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=9BE53D340F9A4305,Least concern
Cyanistes teneriffae,UB::Western-Palearctic::Common ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=BE2B80F474DA5F64,Least concern
Cyanistes cyanus,UB::Western-Palearctic::Common ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=184A6A8E71DA133A,Least concern
Baeolophus wollweberi,,,
Baeolophus inornatus,,,
Baeolophus ridgwayi,,,
Baeolophus bicolor,,,
Baeolophus atricristatus,,,
Pseudopodoces humilis,,,
Parus monticolus,,,
Parus major,UB::Western-Palearctic::Common ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=E15BC0CB3DEAA621,Least concern
Parus cinereus,UB::Western-Palearctic::Common ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=414DC961B6C4F9A8,Least concern
Machlolophus nuchalis,,,
Machlolophus holsti,,,
Machlolophus xanthogenys,,,
Machlolophus aplonotus,,,
Machlolophus spilonotus,,,
Melaniparus guineensis,,,
Melaniparus leucomelas,,,
Melaniparus rufiventris,,,
Melaniparus albiventris,,,
Melaniparus niger,,,
Melaniparus carpi,,,
Melaniparus funereus,,,
Melaniparus griseiventris,,,
Melaniparus fasciiventer,,,
Melaniparus thruppi,,,
Melaniparus fringillinus,,,
Melaniparus leuconotus,,,
Melaniparus cinerascens,,,
Melaniparus afer,,,
Auriparus flaviceps,,,
Remiz pendulinus,UB::Western-Palearctic::Common ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=F81EB04951AA84BB,Least concern
Remiz macronyx,UB::Western-Palearctic::Common ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=64F9CBA76ACCC88E,Least concern
Remiz coronatus,UB::Western-Palearctic::Rare/Accidental ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=454B9078AA7E06B2,Least concern
Remiz consobrinus,,,
Anthoscopus punctifrons,,,
Anthoscopus musculus,,,
Anthoscopus parvulus,,,
Anthoscopus flavifrons,,,
Anthoscopus caroli,,,
Anthoscopus minutus,,,
Chersomanes albofasciata,,,
Chersomanes beesleyi,,,
Alaemon alaudipes,UB::Western-Palearctic::Common ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=3E4513D9B079B399,Least concern
Alaemon hamertoni,,,
Ammomanopsis grayi,,,
Certhilauda chuana,,,
Certhilauda subcoronata,,,
Certhilauda semitorquata,,,
Certhilauda curvirostris,,,
Pinarocorys erythropygia,,,
Pinarocorys nigricans,,,
Ramphocoris clotbey,UB::Western-Palearctic::Common ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=9ADB6BA5B67E1B65,Least concern
Ammomanes cinctura,UB::Western-Palearctic::Common ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=20A0844D8FB86C1F,Least concern
Ammomanes phoenicura,,,
Ammomanes deserti,UB::Western-Palearctic::Common ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=A977348D32FB435E,Least concern
Eremopterix australis,,,
Eremopterix hova,,,
Eremopterix leucotis,,,
Eremopterix nigriceps,UB::Western-Palearctic::Common ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=8C3578224075119E,Least concern
Eremopterix griseus,,,
Eremopterix signatus,UB::Western-Palearctic::Rare/Accidental ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=2F66131B58350563,Least concern
Eremopterix verticalis,,,
Eremopterix leucopareia,,,
Calendulauda rufa,,,
Calendulauda sabota,,,
Calendulauda gilletti,,,
Calendulauda poecilosterna,,,
Calendulauda africanoides,,,
Calendulauda albescens,,,
Calendulauda burra,,,
Calendulauda erythrochlamys,,,
Heteromirafra archeri,,,
Heteromirafra ruddi,,,
Plocealauda microptera,,,
Plocealauda erythrocephala,,,
Plocealauda affinis,,,
Plocealauda erythroptera,,,
Plocealauda assamica,,,
Mirafra passerina,,,
Mirafra cordofanica,UB::Western-Palearctic::Common ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=67F96AABBD051483,Least concern
Mirafra williamsi,,,
Mirafra pulpa,,,
Mirafra albicauda,,,
Mirafra cheniana,,,
Mirafra javanica,,,
Amirafra collaris,,,
Amirafra rufocinnamomea,,,
Amirafra angolensis,,,
Corypha kurrae,,,
Corypha apiata,,,
Corypha fasciolata,,,
Corypha kabalii,,,
Corypha nigrescens,,,
Corypha africana,,,
Corypha athi,,,
Corypha somalica,,,
Corypha hypermetra,,,
Corypha sharpii,,,
Corypha kidepoensis,,,
Lullula arborea,UB::Western-Palearctic::Common ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=742EC2F1CA97F56C,Least concern
Spizocorys starki,,,
Spizocorys personata,,,
Spizocorys conirostris,,,
Spizocorys fringillaris,,,
Spizocorys fremantlii,,,
Spizocorys obbiensis,,,
Spizocorys sclateri,,,
Alauda leucoptera,UB::Western-Palearctic::Common ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=400B3679BCB80EDB,Least concern
Alauda razae,UB::Western-Palearctic::Common ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=359C16F5B8631E8D,Critically endangered
Alauda arvensis,UB::Western-Palearctic::Common ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=ED2AC04E888EF9CF,Least concern
Alauda gulgula,UB::Western-Palearctic::Rare/Accidental ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=E988F1D549A6773D,Least concern
Galerida modesta,,,
Galerida magnirostris,,,
Galerida deva,,,
Galerida theklae,UB::Western-Palearctic::Common ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=5351025CD2FE0285,Least concern
Galerida cristata,UB::Western-Palearctic::Common ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=21ADC3ED8E24C1C9,Least concern
Galerida malabarica,,,
Eremophila alpestris,UB::Western-Palearctic::Common ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=FC0A1D951186B019,Least concern
Eremophila bilopha,UB::Western-Palearctic::Common ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=89FCE277BC4898DD,Least concern
Calandrella eremica,,,
Calandrella blanfordi,,,
Calandrella brachydactyla,UB::Western-Palearctic::Common ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=4091A51E0603BAF2,Least concern
Calandrella cinerea,,,
Calandrella acutirostris,UB::Western-Palearctic::Rare/Accidental ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=B50B0E476B14BB9E,Least concern
Calandrella dukhunensis,UB::Western-Palearctic::Rare/Accidental ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=B9808769F728450D,Least concern
Melanocorypha bimaculata,UB::Western-Palearctic::Common ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=367807919B4EA167,Least concern
Melanocorypha maxima,,,
Melanocorypha mongolica,,,
Melanocorypha calandra,UB::Western-Palearctic::Common ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=BDC24A8AA8A51BF9,Least concern
Melanocorypha yeltoniensis,UB::Western-Palearctic::Common ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=811FC71929CD3B00,Least concern
Chersophilus duponti,UB::Western-Palearctic::Common ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=504B02182C6C63A9,Vulnerable
Eremalauda dunni,UB::Western-Palearctic::Common ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=E75ECF62216FAB0D,Least concern
Eremalauda eremodites,UB::Western-Palearctic::Common ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=3C6A0512276D4948,Least concern
Alaudala somalica,,,
Alaudala cheleensis,UB::Western-Palearctic::Common ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=399A4A3E8DAF2FC5,Least concern
Alaudala rufescens,UB::Western-Palearctic::Common ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=FE1FE1852275CE88,Least concern
Alaudala heinei,UB::Western-Palearctic::Common ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=238EC109773091F5,Least concern
Alaudala raytal,UB::Western-Palearctic::Common ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=862C271E3E26EF82,Least concern
Panurus biarmicus,UB::Western-Palearctic::Common ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=7D59F91D9548DCE7,Least concern
Nicator chloris,,,
Nicator gularis,,,
Nicator vireo,,,
Sylvietta virens,,,
Sylvietta denti,,,
Sylvietta leucophrys,,,
Sylvietta brachyura,,,
Sylvietta philippae,,,
Sylvietta ruficapilla,,,
Sylvietta whytii,,,
Sylvietta isabellina,,,
Sylvietta rufescens,,,
Achaetops pycnopygius,,,
Melocichla mentalis,,,
Sphenoeacus afer,,,
Cryptillas victorini,,,
Macrosphenus kempi,,,
Macrosphenus flavicans,,,
Macrosphenus concolor,,,
Macrosphenus pulitzeri,,,
Macrosphenus kretschmeri,,,
Neomixis tenella,,,
Neomixis viridis,,,
Neomixis striatigula,,,
Micromacronus leytensis,,,
Micromacronus sordidus,,,
Eremomela flavicrissalis,,,
Eremomela icteropygialis,,,
Eremomela pusilla,,,
Eremomela canescens,,,
Eremomela scotops,,,
Eremomela gregalis,,,
Eremomela badiceps,,,
Eremomela turneri,,,
Eremomela atricollis,,,
Eremomela usticollis,,,
Drymocichla incana,,,
Schistolais leontica,,,
Schistolais leucopogon,,,
Oreophilais robertsi,,,
Phragmacia substriata,,,
Urolais epichlorus,,,
Oreolais pulcher,,,
Oreolais ruwenzorii,,,
Artisornis metopias,,,
Artisornis moreaui,,,
Poliolais lopezi,,,
Calamonastes undosus,,,
Calamonastes stierlingi,,,
Calamonastes simplex,,,
Calamonastes fasciolatus,,,
Camaroptera brachyura,,,
Camaroptera harterti,,,
Camaroptera superciliaris,,,
Camaroptera chloronota,,,
Spiloptila clamans,UB::Western-Palearctic::Common ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=2A88D0BC3159EAEC,Least concern
Phyllolais pulchella,,,
Apalis thoracica,,,
Apalis fuscigularis,,,
Apalis flavigularis,,,
Apalis lynesi,,,
Apalis nigriceps,,,
Apalis jacksoni,,,
Apalis chariessa,,,
Apalis binotata,,,
Apalis personata,,,
Apalis flavida,,,
Apalis ruddi,,,
Apalis sharpii,,,
Apalis rufogularis,,,
Apalis argentea,,,
Apalis bamendae,,,
Apalis goslingi,,,
Apalis kaboboensis,,,
Apalis porphyrolaema,,,
Apalis chapini,,,
Apalis melanocephala,,,
Apalis chirindensis,,,
Apalis cinerea,,,
Apalis alticola,,,
Apalis karamojae,,,
Apalis stronachi,,,
Orthotomus sutorius,,,
Orthotomus frontalis,,,
Orthotomus atrogularis,,,
Orthotomus chaktomuk,,,
Orthotomus ruficeps,,,
Orthotomus sepium,,,
Orthotomus sericeus,,,
Orthotomus castaneiceps,,,
Orthotomus derbianus,,,
Orthotomus chloronotus,,,
Orthotomus samarensis,,,
Orthotomus nigriceps,,,
Orthotomus cinereiceps,,,
Prinia crinigera,,,
Prinia striata,,,
Prinia cooki,,,
Prinia rocki,,,
Prinia polychroa,,,
Prinia atrogularis,,,
Prinia khasiana,,,
Prinia superciliaris,,,
Prinia cinereocapilla,,,
Prinia buchanani,,,
Prinia rufescens,,,
Prinia hodgsonii,,,
Prinia familiaris,,,
Prinia gracilis,UB::Western-Palearctic::Common ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=0FB5894F2DB9DB04,Least concern
Prinia lepida,UB::Western-Palearctic::Common ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=8C3D3992B7B79E00,Least concern
Prinia sylvatica,,,
Prinia flaviventris,,,
Prinia socialis,,,
Prinia subflava,,,
Prinia inornata,,,
Prinia somalica,,,
Prinia fluviatilis,,,
Prinia flavicans,,,
Prinia maculosa,,,
Prinia hypoxantha,,,
Prinia molleri,,,
Prinia bairdii,,,
Prinia erythroptera,,,
Prinia rufifrons,,,
Euryptila subcinnamomea,,,
Scepomycter winifredae,,,
Incana incana,,,
Malcorus pectoralis,,,
Bathmocercus cerviniventris,,,
Bathmocercus rufus,,,
Hypergerus atriceps,,,
Eminia lepida,,,
Cisticola erythrops,,,
Cisticola cantans,,,
Cisticola lateralis,,,
Cisticola anonymus,,,
Cisticola woosnami,,,
Cisticola bulliens,,,
Cisticola chubbi,,,
Cisticola hunteri,,,
Cisticola nigriloris,,,
Cisticola bakerorum,,,
Cisticola aberrans,,,
Cisticola bailunduensis,,,
Cisticola bodessa,,,
Cisticola chiniana,,,
Cisticola cinereolus,,,
Cisticola ruficeps,,,
Cisticola guinea,,,
Cisticola rufilatus,,,
Cisticola subruficapilla,,,
Cisticola distinctus,,,
Cisticola lais,,,
Cisticola restrictus,,,
Cisticola njombe,,,
Cisticola haematocephalus,,,
Cisticola anderseni,,,
Cisticola luapula,,,
Cisticola pipiens,,,
Cisticola lugubris,,,
Cisticola marginatus,,,
Cisticola galactotes,,,
Cisticola carruthersi,,,
Cisticola tinniens,,,
Cisticola robustus,,,
Cisticola natalensis,,,
Cisticola fulvicapilla,,,
Cisticola aberdare,,,
Cisticola angusticauda,,,
Cisticola melanurus,,,
Cisticola brachypterus,,,
Cisticola rufus,,,
Cisticola troglodytes,,,
Cisticola nana,,,
Cisticola juncidis,UB::Western-Palearctic::Common ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=AEE2063F66AE0C70,Least concern
Cisticola haesitatus,,,
Cisticola cherina,,,
Cisticola aridulus,,,
Cisticola textrix,,,
Cisticola eximius,,,
Cisticola dambo,,,
Cisticola brunnescens,,,
Cisticola cinnamomeus,,,
Cisticola ayresii,,,
Cisticola exilis,,,
Graueria vittata,,,
Nesillas aldabrana,,,
Nesillas typica,,,
Nesillas lantzii,,,
Nesillas brevicaudata,,,
Nesillas mariae,,,
Calamonastides gracilirostris,,,
Arundinax aedon,UB::Western-Palearctic::Rare/Accidental ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=213C212A93364C7C,Least concern
Iduna caligata,UB::Western-Palearctic::Common ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=1A6C6F1718FEDB5D,Least concern
Iduna rama,UB::Western-Palearctic::Common ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=A8242804046F8F14,Least concern
Iduna pallida,UB::Western-Palearctic::Common ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=BAE527A2F70F6241,Least concern
Iduna opaca,UB::Western-Palearctic::Common ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=A7275096DD6A3692,Least concern
Iduna natalensis,,,
Iduna similis,,,
Hippolais languida,UB::Western-Palearctic::Common ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=B10AD127C9D4DD7C,Least concern
Hippolais olivetorum,UB::Western-Palearctic::Common ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=791DED180041E350,Least concern
Hippolais polyglotta,UB::Western-Palearctic::Common ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=DCDD1BCA24E978F5,Least concern
Hippolais icterina,UB::Western-Palearctic::Common ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=869C978C8E5840C8,Least concern
Acrocephalus paludicola,UB::Western-Palearctic::Common ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=C15141A60961F8BC,Vulnerable
Acrocephalus bistrigiceps,,,
Acrocephalus sorghophilus,,,
Acrocephalus melanopogon,UB::Western-Palearctic::Common ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=E1559C49B1A6C31F,Least concern
Acrocephalus schoenobaenus,UB::Western-Palearctic::Common ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=FED5AED5C59A00B6,Least concern
Acrocephalus agricola,UB::Western-Palearctic::Common ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=781FE53F2425B4C1,Least concern
Acrocephalus concinens,,,
Acrocephalus tangorum,,,
Acrocephalus dumetorum,UB::Western-Palearctic::Common ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=B22EAFC877C38967,Least concern
Acrocephalus orinus,,,
Acrocephalus palustris,UB::Western-Palearctic::Common ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=B675E006C3745A12,Least concern
Acrocephalus scirpaceus,UB::Western-Palearctic::Common ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=3F0EE4749050AA59,Least concern
Acrocephalus griseldis,UB::Western-Palearctic::Common ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=0D42A2536C5A929A,Endangered
Acrocephalus gracilirostris,,,
Acrocephalus rufescens,,,
Acrocephalus brevipennis,UB::Western-Palearctic::Common ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=AAABFBE86E4946F5,Vulnerable
Acrocephalus newtoni,,,
Acrocephalus rodericanus,,,
Acrocephalus sechellensis,,,
Acrocephalus arundinaceus,UB::Western-Palearctic::Common ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=B283E33243C17D97,Least concern
Acrocephalus orientalis,UB::Western-Palearctic::Rare/Accidental ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=9A6953ED532B99CF,Least concern
Acrocephalus stentoreus,UB::Western-Palearctic::Common ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=D793DF5AB3748CB7,Least concern
Acrocephalus luscinius,,,
Acrocephalus hiwae,,,
Acrocephalus australis,,,
Acrocephalus syrinx,,,
Acrocephalus nijoi,,,
Acrocephalus aequinoctialis,,,
Acrocephalus mendanae,,,
Acrocephalus yamashinae,,,
Acrocephalus rehsei,,,
Acrocephalus familiaris,,,
Acrocephalus vaughani,,,
Acrocephalus taiti,,,
Acrocephalus kerearako,,,
Acrocephalus rimitarae,,,
Acrocephalus musae,,,
Acrocephalus caffer,,,
Acrocephalus longirostris,,,
Acrocephalus percernis,,,
Acrocephalus atyphus,,,
Acrocephalus astrolabii,,,
Robsonius rabori,,,
Robsonius thompsoni,,,
Robsonius sorsogonensis,,,
Helopsaltes fasciolatus,UB::Western-Palearctic::Rare/Accidental ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=2F6F30EF4B9E4AD8,Least concern
Helopsaltes amnicola,,,
Helopsaltes pryeri,,,
Helopsaltes certhiola,UB::Western-Palearctic::Rare/Accidental ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=4C3CF429E3FEFBA2,Least concern
Helopsaltes ochotensis,,,
Helopsaltes pleskei,,,
Locustella lanceolata,UB::Western-Palearctic::Common ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=10A37318BC10CA74,Least concern
Locustella alfredi,,,
Locustella fluviatilis,UB::Western-Palearctic::Common ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=2B020CA0ACF13B19,Least concern
Locustella luscinioides,UB::Western-Palearctic::Common ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=2D46BB9888C846D0,Least concern
Locustella luteoventris,,,
Locustella naevia,UB::Western-Palearctic::Common ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=BC0E4C9F87721B1A,Least concern
Locustella major,,,
Locustella tacsanowskia,,,
Locustella accentor,,,
Locustella caudata,,,
Locustella castanea,,,
Locustella musculus,,,
Locustella portenta,,,
Locustella disturbans,,,
Locustella davidi,,,
Locustella kashmirensis,,,
Locustella thoracica,,,
Locustella alishanensis,,,
Locustella mandelli,,,
Locustella idonea,,,
Locustella chengi,,,
Locustella montis,,,
Locustella seebohmi,,,
Poodytes albolimbatus,,,
Poodytes carteri,,,
Poodytes gramineus,,,
Poodytes punctatus,,,
Poodytes rufescens,,,
Malia grata,,,
Cincloramphus cruralis,,,
Cincloramphus grosvenori,,,
Cincloramphus rubiginosus,,,
Cincloramphus bivittatus,,,
Cincloramphus mathewsi,,,
Cincloramphus timoriensis,,,
Cincloramphus macrurus,,,
Cincloramphus whitneyi,,,
Cincloramphus turipavae,,,
Cincloramphus mariae,,,
Cincloramphus rufus,,,
Cincloramphus llaneae,,,
Elaphrornis palliseri,,,
Schoenicola platyurus,,,
Schoenicola striatus,,,
Catriscus brevirostris,,,
Megalurus palustris,,,
Bradypterus sylvaticus,,,
Bradypterus bangwaensis,,,
Bradypterus barratti,,,
Bradypterus lopezi,,,
Bradypterus cinnamomeus,,,
Bradypterus seebohmi,,,
Bradypterus brunneus,,,
Bradypterus grandis,,,
Bradypterus baboecala,,,
Bradypterus carpalis,,,
Bradypterus graueri,,,
Bradypterus centralis,,,
Donacobius atricapilla,,,
Oxylabes madagascariensis,,,
Bernieria madagascariensis,,,
Cryptosylvicola randrianasoloi,,,
Hartertula flavoviridis,,,
Thamnornis chloropetoides,,,
Crossleyia xanthophrys,,,
Crossleyia tenebrosa,,,
Xanthomixis zosterops,,,
Xanthomixis apperti,,,
Xanthomixis cinereiceps,,,
Randia pseudozosterops,,,
Pnoepyga albiventer,,,
Pnoepyga formosana,,,
Pnoepyga immaculata,,,
Pnoepyga pusilla,,,
Pseudochelidon eurystomina,,,
Pseudochelidon sirintarae,,,
Psalidoprocne nitens,,,
Psalidoprocne fuliginosa,,,
Psalidoprocne albiceps,,,
Psalidoprocne pristoptera,,,
Psalidoprocne obscura,,,
Pseudhirundo griseopyga,,,
Cheramoeca leucosterna,,,
Phedina borbonica,,,
Neophedina cincta,UB::Western-Palearctic::Rare/Accidental ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=1AED683B35F63873,Least concern
Phedinopsis brazzae,,,
Riparia paludicola,UB::Western-Palearctic::Common ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=D285448987FF545B,Least concern
Riparia cowani,,,
Riparia chinensis,UB::Western-Palearctic::Rare/Accidental ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=D0222DB97DC5B9DE,Least concern
Riparia congica,,,
Riparia riparia,UB::Western-Palearctic::Common ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=94A1C447583CB6D2,Least concern
Riparia diluta,UB::Western-Palearctic::Common ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=A9A9E1D123B94E0A,Least concern
Tachycineta bicolor,UB::Western-Palearctic::Rare/Accidental ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=BBA2F9DF60AE60BF,Least concern
Tachycineta stolzmanni,,,
Tachycineta albiventer,,,
Tachycineta leucorrhoa,,,
Tachycineta leucopyga,,,
Tachycineta albilinea,,,
Tachycineta euchrysea,,,
Tachycineta thalassina,,,
Tachycineta cyaneoviridis,,,
Progne subis,UB::Western-Palearctic::Rare/Accidental ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=ACB9D1C6AB7F3371,Least concern
Progne cryptoleuca,,,
Progne dominicensis,,,
Progne sinaloae,,,
Progne chalybea,,,
Progne elegans,,,
Progne murphyi,,,
Progne modesta,,,
Progne tapera,,,
Stelgidopteryx serripennis,UB::Western-Palearctic::Rare/Accidental ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=2C1981BBDAF51B2D,Least concern
Stelgidopteryx ruficollis,,,
Atticora pileata,,,
Atticora tibialis,,,
Atticora fasciata,,,
Pygochelidon cyanoleuca,,,
Pygochelidon melanoleuca,,,
Alopochelidon fucata,,,
Orochelidon flavipes,,,
Orochelidon murina,,,
Orochelidon andecola,,,
Ptyonoprogne rupestris,UB::Western-Palearctic::Common ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=6F2AF9D09463566F,Least concern
Ptyonoprogne obsoleta,UB::Western-Palearctic::Common ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=A97BDA8427A0F38E,Least concern
Ptyonoprogne rufigula,UB::Western-Palearctic::Common ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=A85102D3C3B1152C,Least concern
Ptyonoprogne fuligula,,,
